reference,name,designation-date,document-url,documentation-url,geometry,point,notes,organisation,entry_date,start_date,end_date
273_RUH_CA1,"Aldershot Military",,"https://www.rushmoor.gov.uk/media/doah5r2a/aldershot_military_town_conservation_area_appraisal_and_management_plan_-_feb_2021-accessible-reduced.pdf","https://www.rushmoor.gov.uk/planning-and-building-control/conservation-and-heritage-assets/conservation-areas/south-farnborough-conservation-area/",,,"Best Map is shown on page 4 of the appraisal document. ",local-authority:RUH,,,
273_RUH_CA2,"Aldershot West",,"https://www.rushmoor.gov.uk/media/4lugox30/draft-aldershot-west-caamp-final.pdf","https://www.rushmoor.gov.uk/planning-and-building-control/conservation-and-heritage-assets/conservation-areas/south-farnborough-conservation-area/",,,"",local-authority:RUH,,,
273_RUH_CA3,"Basingstoke Canal",,"https://www.rushmoor.gov.uk/media/ve4bvc2r/basingstoke-canal-character-appraisal-and-management-plan-accessible-reduced.pdf","https://www.rushmoor.gov.uk/planning-and-building-control/conservation-and-heritage-assets/conservation-areas/south-farnborough-conservation-area/",,,"Best Map is shown on page 6 of the appraisal document. ",local-authority:RUH,,,
273_RUH_CA4,"Cargate",,"https://www.rushmoor.gov.uk/media/qw5jxgyt/cargate_conservation_area_appraisal_and_management_plan_-_december_2020.pdf","https://www.rushmoor.gov.uk/planning-and-building-control/conservation-and-heritage-assets/conservation-areas/south-farnborough-conservation-area/",,,"Best Map is shown on page 7 of the appraisal document. ",local-authority:RUH,,,
273_RUH_CA5,"Farnborough Hill",,"Not Available","https://www.rushmoor.gov.uk/planning-and-building-control/conservation-and-heritage-assets/conservation-areas/south-farnborough-conservation-area/",,,"",local-authority:RUH,,,
273_RUH_CA6,"Manor Park",,"https://www.rushmoor.gov.uk/media/wpphhc22/manor_park_conservation_area_appraisal_and_management_plan_2-accessible-v2.pdf","https://www.rushmoor.gov.uk/planning-and-building-control/conservation-and-heritage-assets/conservation-areas/south-farnborough-conservation-area/",,,"Best Map is shown on page 4 of the appraisal document. ",local-authority:RUH,,,
273_RUH_CA7,"St Michael's Abbey",,"https://www.rushmoor.gov.uk/media/w43n1m4x/st-michael-s-abbey-ca-appraisal-final-accessible.pdf","https://www.rushmoor.gov.uk/planning-and-building-control/conservation-and-heritage-assets/conservation-areas/south-farnborough-conservation-area/",,,"Best Map is shown on page 6 of the appraisal document. ",local-authority:RUH,,,
273_RUH_CA8,"South Farnborough",,"https://www.rushmoor.gov.uk/media/02cn3pyx/draft-south-farnborough-camp-final-accessible.pdf","https://www.rushmoor.gov.uk/planning-and-building-control/conservation-and-heritage-assets/conservation-areas/south-farnborough-conservation-area/",,,"Best Map is shown on page 7 of the appraisal document. ",local-authority:RUH,,,
