reference,name,designation-date,document-url,documentation-url,notes,entry_date,start_date,end_date,entity
LIF_200_CA_1,"Alrewas",,"https://www.lichfielddc.gov.uk/downloads/file/418/alrewas-conservation-area-appraisal","https://www.lichfielddc.gov.uk/conservation-listed-buildings/conservation-areas/6","  Extra documents are available. ",,2008-06-01,,44006275.0
LIF_200_CA_2,"Clifton Campville",,"https://www.lichfielddc.gov.uk/downloads/file/422/clifton-campville-conservation-area-appraisal","https://www.lichfielddc.gov.uk/conservation-listed-buildings/conservation-areas/6","  Extra documents are available. ",,1994-10-01,,44004932.0
LIF_200_CA_3,"Colton",,"https://www.lichfielddc.gov.uk/downloads/file/432/colton-conservation-area-appraisal-management-plan","https://www.lichfielddc.gov.uk/conservation-listed-buildings/conservation-areas/6"," ",,1994-12-01,,44004937.0
LIF_200_CA_4,"Elford",,"https://www.lichfielddc.gov.uk/downloads/file/434/elford-draft-conservation-area-appraisal-and-management-plan","https://www.lichfielddc.gov.uk/conservation-listed-buildings/conservation-areas/6"," ",,1972-02-26,,44004934.0
LIF_200_CA_5,"Fazeley and Bonehill",,"https://www.lichfielddc.gov.uk/downloads/file/435/fazeley-bonehill-conservation-area-appraisal","https://www.lichfielddc.gov.uk/conservation-listed-buildings/conservation-areas/6"," ",,2011-01-01,,44006276.0
LIF_200_CA_6,"Fradley Junction",,"https://www.lichfielddc.gov.uk/downloads/file/436/fradley-junction-appraisal-and-management-plan","https://www.lichfielddc.gov.uk/conservation-listed-buildings/conservation-areas/6"," ",,1977-01-01,,44004941.0
LIF_200_CA_7,"Hamstall Ridware",,"","https://www.lichfielddc.gov.uk/conservation-listed-buildings/conservation-areas/6","No Appraisal document.  ",,,,44004939.0
LIF_200_CA_8,"Harlaston",,"https://www.lichfielddc.gov.uk/downloads/file/437/harlaston-conservation-area-appraisal-management-plan","https://www.lichfielddc.gov.uk/conservation-listed-buildings/conservation-areas/6"," ",,2012-06-01,,44004933.0
LIF_200_CA_9,"Haunton",,"https://www.lichfielddc.gov.uk/downloads/file/438/haunton-appraisal-and-management-plan","https://www.lichfielddc.gov.uk/conservation-listed-buildings/conservation-areas/6"," ",,1977-01-01,,44004927.0
LIF_200_CA_10,"Hints",,"https://www.lichfielddc.gov.uk/downloads/file/439/hints-appraisal-and-management-plan","https://www.lichfielddc.gov.uk/conservation-listed-buildings/conservation-areas/6"," ",,1989-10-17,,44004928.0
LIF_200_CA_11,"Hopwas",,"https://www.lichfielddc.gov.uk/downloads/file/440/hopwas-conservation-area-appraisal-management-plan","https://www.lichfielddc.gov.uk/conservation-listed-buildings/conservation-areas/6"," ",,1979-07-16,,44004940.0
LIF_200_CA_12,"King's Bromley",,"https://www.lichfielddc.gov.uk/downloads/file/441/kings-bromley-conservation-area-appraisal","https://www.lichfielddc.gov.uk/conservation-listed-buildings/conservation-areas/6","  Extra documents are available. ",,2008-06-01,,44004938.0
LIF_200_CA_13,"Lichfield City",,"https://www.lichfielddc.gov.uk/downloads/file/447/lichfield-city-conservation-area-appraisal","https://www.lichfielddc.gov.uk/conservation-listed-buildings/conservation-areas/6"," ",,1998-06-01,,44004931.0
LIF_200_CA_14,"Little Aston",,"https://www.lichfielddc.gov.uk/downloads/file/448/little-aston-conservation-area-appraisal","https://www.lichfielddc.gov.uk/conservation-listed-buildings/conservation-areas/6"," ",,1999-10-26,,44006277.0
LIF_200_CA_15,"Longdon Green",,"","https://www.lichfielddc.gov.uk/conservation-listed-buildings/conservation-areas/6","No Appraisal document.  ",,,,44004929.0
LIF_200_CA_16,"Mavesyn Ridware",,"https://www.lichfielddc.gov.uk/downloads/file/450/mavesyn-ridware-appraisal-and-management-plan","https://www.lichfielddc.gov.uk/conservation-listed-buildings/conservation-areas/6"," ",,1974-10-03,,44004930.0
LIF_200_CA_17,"Shenstone",,"https://www.lichfielddc.gov.uk/downloads/file/451/shenstone-conservation-area-appraisal","https://www.lichfielddc.gov.uk/conservation-listed-buildings/conservation-areas/6"," ",,1999-01-01,,44006278.0
LIF_200_CA_18,"Wall",,"https://www.lichfielddc.gov.uk/downloads/file/453/wall-area-appraisal-management-plan","https://www.lichfielddc.gov.uk/conservation-listed-buildings/conservation-areas/6"," ",,2018-12-18,,44004926.0
LIF_200_CA_19,"Whittington",,"","https://www.lichfielddc.gov.uk/conservation-listed-buildings/conservation-areas/6","No Appraisal document.  ",,,,44004936.0
LIF_200_CA_20,"Wigginton",,"https://www.lichfielddc.gov.uk/downloads/file/454/wigginton-area-appraisal-management-plan","https://www.lichfielddc.gov.uk/conservation-listed-buildings/conservation-areas/6"," ",,2018-12-18,,44004935.0
