reference,name,designation-date,document-url,documentation-url,notes,entry_date,start_date,end_date,entity
WFUA_10001_CA_1,"Alston",,"https://www.eden.gov.uk/media/6424/alstonconservationareaappraisalmanagementplan_publication-version.pdf","https://www.eden.gov.uk/planning-and-building/conservation/conservation-areas/list-of-conservation-areas/alston-conservation-area/","Interactive map available  Extra documents are available.  Best Map is shown on page 8 of the appraisal document. ",,,,44002991.0
WFUA_10001_CA_2,"Appleby",,"https://www.eden.gov.uk/media/6197/applebycaamp.pdf","https://www.eden.gov.uk/planning-and-building/conservation/conservation-areas/list-of-conservation-areas/appleby-conservation-area/","Interactive map available  Extra documents are available.  Best Map is shown on page 35 of the appraisal document. ",,,,44002986.0
WFUA_10001_CA_3,"Beetham",,"https://www.southlakeland.gov.uk/media/5868/beetham-conservation-area-character-appraisal.pdf","https://www.southlakeland.gov.uk/planning-and-building/conservation/conservation-areas/","  Extra documents are available. ",,,,44006355.0
WFUA_10001_CA_4,"Burton in Kendal",,"https://www.southlakeland.gov.uk/media/5566/burton-character-appraisal-oct-2009.pdf","https://www.southlakeland.gov.uk/planning-and-building/conservation/conservation-areas/","  Extra documents are available. ",,,,44006361.0
WFUA_10001_CA_5,"Cartmel",,"https://www.southlakeland.gov.uk/media/5869/cartmel-conservation-area-character-appraisal.pdf","https://www.southlakeland.gov.uk/planning-and-building/conservation/conservation-areas/","  Extra documents are available. ",,,,44006359.0
WFUA_10001_CA_6,"Church Brough",,"","https://www.eden.gov.uk/planning-and-building/conservation/conservation-areas/list-of-conservation-areas/church-brough-conservation-area/","No Appraisal document. No appraisal doc, just a paragraph. Interactive map available ",,,,44002987.0
WFUA_10001_CA_7,"Dufton",,"https://www.eden.gov.uk/media/5788/dufton_ca_character_appraisal_mgt_plan_accessible.pdf","https://www.eden.gov.uk/planning-and-building/conservation/conservation-areas/list-of-conservation-areas/dufton-conservation-area/","Interactive map available  Best Map is shown on page 12 of the appraisal document. ",,,,44003004.0
WFUA_10001_CA_8,"Edenhall",,"https://www.eden.gov.uk/media/5790/edenhall_ca_character_appraisal_mgt_plan.pdf","https://www.eden.gov.uk/planning-and-building/conservation/conservation-areas/list-of-conservation-areas/edenhall-conservation-area/","Interactive map available  Best Map is shown on page 11 of the appraisal document. ",,,,44003003.0
WFUA_10001_CA_9,"Gamblesby",,"","https://www.eden.gov.uk/planning-and-building/conservation/conservation-areas/list-of-conservation-areas/gamblesby-conservation-area/","No Appraisal document. No appraisal doc, just a paragraph. Interactive map available ",,,,44002996.0
WFUA_10001_CA_10,"Garrigill",,"https://www.eden.gov.uk/media/5792/garrigill_ca_character_appraisal_mgt_plan_accessible.pdf","https://www.eden.gov.uk/planning-and-building/conservation/conservation-areas/list-of-conservation-areas/garrigill-conservation-area/","Interactive map available  Best Map is shown on page 11 of the appraisal document. ",,,,44003000.0
WFUA_10001_CA_11,"Grange-Over-Sands",,"https://www.southlakeland.gov.uk/media/1659/01-grange-c-character-appraisal-16806.pdf","https://www.southlakeland.gov.uk/planning-and-building/conservation/conservation-areas/","  Extra documents are available. ",,,,44006358.0
WFUA_10001_CA_12,"Great Salkeld",,"https://www.eden.gov.uk/media/5794/great_salkeld_ca_character_appraisal_mgt_plan_accessible.pdf","https://www.eden.gov.uk/planning-and-building/conservation/conservation-areas/list-of-conservation-areas/great-salkeld-conservation-area/","Interactive map available ",,,,44003005.0
WFUA_10001_CA_13,"Heversham",,"https://www.southlakeland.gov.uk/media/5562/heversham-character-appraisal-8-april-2009.pdf","https://www.southlakeland.gov.uk/planning-and-building/conservation/conservation-areas/","  Extra documents are available. ",,,,44006360.0
WFUA_10001_CA_14,"Hunsonby",,"","https://www.eden.gov.uk/planning-and-building/conservation/conservation-areas/list-of-conservation-areas/hunsonby-conservation-area/","No Appraisal document. No appraisal doc, just a paragraph. Interactive map available ",,,,44005077.0
WFUA_10001_CA_15,"Kendal",,"https://www.southlakeland.gov.uk/media/1667/01-kendal-ca-character-appraisal-51207.pdf","https://www.southlakeland.gov.uk/planning-and-building/conservation/conservation-areas/","  Extra documents are available. ",,,,44006354.0
WFUA_10001_CA_16,"King's Meaburn",,"","https://www.eden.gov.uk/planning-and-building/conservation/conservation-areas/list-of-conservation-areas/kings-meaburn-conservation-area/","No Appraisal document. No appraisal doc, just a paragraph. Interactive map available ",,,,44002988.0
WFUA_10001_CA_17,"Kirkby Lonsdale",,"https://www.southlakeland.gov.uk/media/1689/kirkby-lonsdale-c-character-appraisal-13508.pdf","https://www.southlakeland.gov.uk/planning-and-building/conservation/conservation-areas/","  Extra documents are available. ",,,,44006683.0
WFUA_10001_CA_18,"Kirkby Stephen",,"","https://www.eden.gov.uk/planning-and-building/conservation/conservation-areas/list-of-conservation-areas/kirkby-stephen-conservation-area/","No Appraisal document. No appraisal doc, just a paragraph. Interactive map available ",,,,44002992.0
WFUA_10001_CA_19,"Kirkoswald",,"https://www.eden.gov.uk/media/5791/ko_ca_character_appraisal_mgt_plan.pdf","https://www.eden.gov.uk/planning-and-building/conservation/conservation-areas/list-of-conservation-areas/kirkoswald-conservation-area/","Interactive map available  Best Map is shown on page 9 of the appraisal document. ",,,,44002997.0
