reference,name,designation-date,document-url,documentation-url,geometry,point,notes,entry_date,start_date,end_date,entity
10152,"Earlestown",,"https://www.sthelens.gov.uk/media/3071/earlestown-conservation-area-appraisal-character-appraisal-and-management-plan/pdf/earlestown-conservation-area-appraisal-character-appraisal-and-management-plan.pdf?m=1647519987437","https://www.sthelens.gov.uk/article/3497/Conservation-areas",,," Best Map is shown on page 9 of the appraisal document. ",,,,44006516
CA08,"George Street",,"https://www.sthelens.gov.uk/media/3072/george-street-conservation-area-appraisal/pdf/george-street-conservation-area-appraisal.pdf?m=1647519987743","https://www.sthelens.gov.uk/article/3497/Conservation-areas",,," Extra documents are available.  Best Map is shown on page 6 of the appraisal document. ",,,,44007677
CA01,"Newton-le-Willows High Street",,"No Appraisal document","https://www.sthelens.gov.uk/article/3497/Conservation-areas",,,"Just has Article 4 documentation",,,,44007672
10124,"Newton-le-Willows",,"https://www.sthelens.gov.uk/media/3075/newton-le-willows-conservation-area-appraisal/pdf/newton-le-willows-conservation-area-appraisal.pdf?m=1647519988620","https://www.sthelens.gov.uk/article/3497/Conservation-areas",,," Extra documents are available.  Best Map is shown on page 13 of the appraisal document. ",,,,44006495
10122,"Rainford",,"https://www.sthelens.gov.uk/media/3078/rainford-conservation-area-appraisal/pdf/rainford-conservation-area-appraisal.pdf?m=1647519989593","https://www.sthelens.gov.uk/article/3497/Conservation-areas",,,"Historic England entity, combination of 44007675 and 44007676 Best Map is shown on page 15 of the appraisal document. ",,,,44006494
CA06,"Rainford Area 1",,"https://www.sthelens.gov.uk/media/3078/rainford-conservation-area-appraisal/pdf/rainford-conservation-area-appraisal.pdf?m=1647519989593","https://www.sthelens.gov.uk/article/3497/Conservation-areas",,,"St Helens Council entity, shares document with 44007676 Best Map is shown on page 15 of the appraisal document. ",,,,44007675
CA07,"Rainford Area 2",,"https://www.sthelens.gov.uk/media/3078/rainford-conservation-area-appraisal/pdf/rainford-conservation-area-appraisal.pdf?m=1647519989593","https://www.sthelens.gov.uk/article/3497/Conservation-areas",,,"St Helens Council entity, shares document with 44007675 Best Map is shown on page 15 of the appraisal document. ",,,,44007676
1275,"Rainhill",,"https://www.sthelens.gov.uk/media/3080/rainhill-conservation-areas-management-plan/pdf/rainhill-conservation-areas-management-plan.pdf?m=1647519990293","https://www.sthelens.gov.uk/article/3497/Conservation-areas",,,"Map doesn't cover full area, Historic England entity, combination of 44007674, 44007678, 44007679 Best Map is shown on page 8 of the appraisal document. ",,,,44006687
CA05,"Rainhill Area 1",,"https://www.sthelens.gov.uk/media/3080/rainhill-conservation-areas-management-plan/pdf/rainhill-conservation-areas-management-plan.pdf?m=1647519990293","https://www.sthelens.gov.uk/article/3497/Conservation-areas",,,"Map doesn't cover full area, St Helens Council entity, doc covers 44007674, 44007678, 44007679 Best Map is shown on page 8 of the appraisal document. ",,,,44007674
CA10,"Rainhill Area 2",,"https://www.sthelens.gov.uk/media/3080/rainhill-conservation-areas-management-plan/pdf/rainhill-conservation-areas-management-plan.pdf?m=1647519990293","https://www.sthelens.gov.uk/article/3497/Conservation-areas",,,"Map doesn't cover full area, St Helens Council entity, doc covers 44007674, 44007678, 44007679 Best Map is shown on page 8 of the appraisal document. ",,,,44007679
CA09,"Rainhill Area 3",,"https://www.sthelens.gov.uk/media/3080/rainhill-conservation-areas-management-plan/pdf/rainhill-conservation-areas-management-plan.pdf?m=1647519990293","https://www.sthelens.gov.uk/article/3497/Conservation-areas",,,"Map doesn't cover full area, St Helens Council entity, doc covers 44007674, 44007678, 44007679 Best Map is shown on page 8 of the appraisal document. ",,,,44007678
CA03,"Victoria Square",,"https://www.sthelens.gov.uk/media/3081/victoria-square-conservation-area-appraisal/pdf/victoria-square-conservation-area-appraisal.pdf?m=1647519990633","https://www.sthelens.gov.uk/article/3497/Conservation-areas",,," Extra documents are available.  Best Map is shown on page 5 of the appraisal document. ",,,,44004942
CA04,"Vulcan Village",,"https://www.sthelens.gov.uk/media/3084/vulcan-village-conservation-area-appraisal/pdf/vulcan-village-conservation-area-appraisal.pdf?m=1647519991507","https://www.sthelens.gov.uk/article/3497/Conservation-areas",,," Best Map is shown on page 12 of the appraisal document. ",,,,44004834
